TransactionType,Location,Channel,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_binned,CustomerAge_binned,Target
1,24,0,3,0.550593089775773,-0.2046294076264745,-1.1393023010783838,2,0,1
1,25,1,1,-0.34857765620478665,-0.2046294076264745,-0.6227339020595613,1,1,1
1,19,2,0,1.10722259919231,-0.2046294076264745,-0.8573793309934081,2,2,1
1,11,1,3,2.3346620302133916,-0.2046294076264745,-0.9652439712848602,1,1,0
0,24,2,0,-1.4190190204673576,-0.2046294076264745,0.8264991429581763,1,3,1
1,3,0,0,1.9635756906023667,-0.2046294076264745,1.2086120111048604,1,1,0
1,27,0,1,0.6933186050107825,-0.2046294076264745,1.1743592080206586,0,2,1
1,20,2,3,0.4364126775877655,-0.2046294076264745,-1.2096990088928328,0,0,1
0,37,1,0,-0.9908424747623292,-0.2046294076264745,2.4895908944747385,2,2,2
1,39,1,1,-1.0622052323798339,-0.2046294076264745,0.16711536345688288,2,2,2
1,25,1,3,0.3650499199702607,-0.2046294076264745,-1.080988629425708,1,0,1
1,23,0,0,-0.41994041382229136,-0.2046294076264745,0.7188346463958853,0,4,1
1,28,2,2,1.378401078138828,-0.2046294076264745,-1.0505103317978595,0,3,1
1,35,0,2,-0.006036419640763895,-0.2046294076264745,-0.20265274211297196,2,4,2
1,30,2,0,-1.4332915719908585,-0.2046294076264745,2.3352775133465027,1,2,2
0,5,2,0,-0.04885407421126674,-0.2046294076264745,2.1152579723128695,2,3,0
1,40,0,3,-0.03458152268776579,-0.2046294076264745,-1.2500382340997198,1,0,2
1,21,1,3,-1.2334758506618453,-0.2046294076264745,-1.0891996542117928,2,1,1
1,6,1,2,-0.41994041382229136,-0.2046294076264745,-0.11294216443450432,0,4,0
1,3,1,3,-0.6340286866748056,-0.2046294076264745,-0.9248098061038839,2,0,0
1,28,2,3,-0.20585214096977716,-0.2046294076264745,-1.1115002843417499,0,0,1
1,10,2,3,0.2651420593057541,-0.2046294076264745,-1.2439518119770345,0,0,0
0,34,2,1,0.7932264656752891,-0.2046294076264745,-0.9695034403926416,1,2,2
0,18,2,2,0.022508683406238,-0.2046294076264745,-0.30942685567502204,0,4,1
1,29,2,1,2.063483551266873,-0.2046294076264745,0.018067301972724367,0,2,1
1,41,1,0,0.3650499199702607,-0.2046294076264745,2.5124355049967737,1,4,2
1,36,1,3,0.32223226539975786,-0.2046294076264745,-1.0763006474619026,2,1,2
1,29,0,2,-0.41994041382229136,-0.2046294076264745,-0.1631063939869911,1,3,1
1,23,1,3,-0.5198482744867979,-0.2046294076264745,-0.9723413758343322,2,0,1
0,8,1,2,-0.9622973717153274,-0.2046294076264745,-0.40503654147324253,1,3,0
0,9,1,2,-0.8338444080038188,-0.2046294076264745,-0.12189987928707366,2,4,0
1,16,1,1,-1.3048386082793502,-0.2046294076264745,0.1327034717674505,0,2,1
1,18,1,3,-0.9765699232388283,-0.2046294076264745,-1.0733703379913686,1,0,1
1,16,0,1,0.46495778063476734,-0.2046294076264745,0.09916656740678548,0,2,1
1,9,1,2,1.5353991448973383,-0.2046294076264745,-0.24079295224433567,2,4,0
1,19,2,1,1.5211265933738374,-0.2046294076264745,0.3946890472937141,0,2,1
0,30,1,1,-0.2201246924932781,-0.2046294076264745,0.8582706769898336,0,3,2
1,5,2,0,0.06532633797674084,-0.2046294076264745,2.2771947767659357,1,2,0
0,26,1,1,0.9502245324337996,-0.2046294076264745,-0.6487654165766956,2,2,1
1,16,1,2,1.5068540418503364,-0.2046294076264745,-0.5385118812615421,2,3,1
1,0,1,3,0.12241654407074462,-0.2046294076264745,-0.8113565370674028,0,0,0
0,2,2,1,-1.4761092265613613,-0.2046294076264745,-0.3714637138791383,1,3,0
0,16,3,1,-0.23439724401677905,-0.2046294076264745,-1.0613848077489303,2,1,1
1,1,0,1,1.4354912842328318,-0.2046294076264745,-0.3251458362498831,2,2,0
1,9,2,1,0.22232440473525125,-0.2046294076264745,0.32366368289408065,2,1,0
1,4,0,2,-0.9194797171448245,-0.2046294076264745,0.1931058228500869,1,3,0
0,17,2,3,2.2918443756428886,-0.2046294076264745,0.3654372714932871,2,0,1
1,16,1,3,-1.361928814373354,-0.2046294076264745,-1.156596772034075,0,0,1
1,43,0,1,-0.9765699232388283,-0.2046294076264745,0.40450378785833113,2,1,2
1,25,1,0,-0.7196639958158112,-0.2046294076264745,2.4537138480500387,1,2,1
1,24,1,3,-0.6054835836278036,-0.2046294076264745,-0.962498409872013,2,0,1
1,39,2,0,-0.7482090988628132,-0.2046294076264745,1.3894341725659216,2,2,2
1,10,0,1,-0.24866979554028,-0.2046294076264745,-1.1703066174815908,2,2,0
0,31,3,1,-0.5626659290573008,-0.2046294076264745,0.3434573845190364,0,3,2
1,11,0,2,-0.4627580683927942,-0.2046294076264745,-0.10202150146901144,0,4,0
1,10,2,0,0.7218637080577844,-0.2046294076264745,0.5294627553763134,2,2,0
1,36,2,0,0.5363205382522721,-0.2046294076264745,-0.9211020152239173,2,1,2
0,2,2,1,-1.276293505232348,-0.2046294076264745,0.9085606378593573,0,3,0
1,23,1,0,-0.7196639958158112,-0.2046294076264745,1.2204897716469814,1,4,1
2,42,0,0,-0.06312662573476768,-0.2046294076264745,1.3967394186802913,0,2,2
0,36,2,0,0.8503166717692929,-0.2046294076264745,1.9938605367958515,1,3,2
1,18,2,3,-0.2772148985872819,-0.2046294076264745,-1.1089471688223267,0,0,1
0,25,2,2,-1.2192032991383444,-0.2046294076264745,-0.2692749444710674,0,3,1
1,18,0,1,-0.9194797171448245,-0.2046294076264745,-0.5602813607256495,2,3,1
1,15,1,3,0.22232440473525125,-0.2046294076264745,-1.1534919782868365,2,0,1
1,35,0,1,-0.6768463412453084,-0.2046294076264745,-1.0186592534635874,0,1,2
0,23,1,1,0.10814399254724368,-0.2046294076264745,0.6658555749089188,0,2,1
0,37,1,3,0.9359519809102986,-0.2046294076264745,-0.8314889434647845,0,1,2
1,21,0,1,-0.5912110321043027,-0.2046294076264745,-1.2604944609757498,1,3,1
1,5,1,2,0.19377930168824936,-0.2046294076264745,-0.7691775291193835,2,4,0
1,35,1,0,0.7932264656752891,-0.2046294076264745,0.6492410794433253,1,1,2
1,13,1,1,-1.361928814373354,-0.2046294076264745,0.9721062718679164,0,1,0
0,12,2,3,0.6790460534872815,-0.2046294076264745,1.0956565354460361,1,0,0
2,13,1,0,0.6362283989167787,-0.2046294076264745,-1.0089625463802703,1,3,0
1,41,1,1,0.3793224714937617,-0.2046294076264745,1.1047476794513795,2,1,2
1,19,0,1,1.649579557085346,-0.2046294076264745,0.7291086911594739,2,1,1
1,7,2,1,-0.9765699232388283,-0.2046294076264745,1.1045475357222185,2,2,0
1,39,2,2,-0.5626659290573008,-0.2046294076264745,0.2646110190106572,1,3,2
1,34,1,3,-1.4618366750378604,-0.2046294076264745,-1.2041437374359973,0,1,2
1,20,2,3,-1.2049307476148434,-0.2046294076264745,-1.1971720642035621,0,0,1
1,35,0,2,0.3935950230172626,-0.2046294076264745,0.7359161438961873,2,4,2
1,8,0,2,-0.6625737897218075,-0.2046294076264745,-0.8425379036925599,0,3,0
2,27,0,3,0.8645892232927939,-0.2046294076264745,-1.059319221826181,2,0,1
0,9,2,1,0.7789539141517882,-0.2046294076264745,0.95859143825907,2,2,0
0,9,0,2,2.3203894786898904,-0.2046294076264745,-0.40662999347079215,2,4,0
1,14,2,1,-0.2201246924932781,-0.2046294076264745,-1.1888737972791252,2,2,0
1,36,2,0,-0.17730703792277525,-0.2046294076264745,1.8043295571710494,1,2,2
0,2,2,0,-1.033660129332832,-0.2046294076264745,2.1639416514586154,2,4,0
0,28,0,1,0.03678123492973895,-0.2046294076264745,0.14752437150633363,1,2,1
1,4,2,1,-0.8195718564803178,-0.2046294076264745,0.8296218983221342,0,0,0
1,14,1,1,0.6790460534872815,-0.2046294076264745,0.3509191532933909,1,2,0
1,15,0,2,0.022508683406238,-0.2046294076264745,-0.8883579879441587,1,4,1
0,11,2,0,0.6505009504402797,-0.2046294076264745,1.5553481921497476,1,2,0
1,11,2,3,-0.4056678622987904,-0.2046294076264745,-1.274745720870098,2,1,0
1,32,2,1,-0.8338444080038188,-0.2046294076264745,-0.24142160882952046,0,2,2
1,42,0,2,-1.1192954384738378,-0.2046294076264745,0.11416451736761844,1,3,2
0,11,2,0,1.8208501753673574,-0.2046294076264745,1.5493413143296775,2,4,0
1,30,1,0,0.550593089775773,-0.2046294076264745,-0.9488655427818666,0,3,2
1,40,2,3,-0.5626659290573008,-0.2046294076264745,-1.0288922431032455,0,0,2
1,23,2,3,-0.16303448639927431,-0.2046294076264745,-1.2341575989743827,1,0,1
1,35,1,0,0.3507773684467598,-0.2046294076264745,0.10985629530016958,0,3,2
1,28,1,1,-0.20585214096977716,-0.2046294076264745,0.3069799069068547,2,1,1
0,35,1,2,-1.1335679899973388,-0.2046294076264745,0.005175993058571065,2,4,2
1,21,2,1,2.191936514978382,-0.2046294076264745,1.0857904759765058,2,2,1
0,20,1,3,1.920758036031864,-0.2046294076264745,-1.025215243566227,1,0,1
1,0,0,0,-0.6340286866748056,-0.2046294076264745,1.7248057821178182,0,3,0
1,25,0,0,0.06532633797674084,-0.2046294076264745,2.383181145137571,1,2,1
1,28,2,3,-0.7339365473393122,-0.2046294076264745,-0.8633759450324956,0,0,1
1,35,1,3,-1.4475641235143595,-0.2046294076264745,-1.0553676661478777,0,0,2
1,39,2,0,-0.020308971164264843,-0.2046294076264745,0.4353413178205709,0,4,2
1,6,2,3,0.008236131882737053,-0.2046294076264745,-1.2443444015996192,2,0,0
1,6,2,0,1.8065776238438565,-0.2046294076264745,0.08450219032788726,1,1,0
1,11,0,2,-1.4047464689438567,-0.2046294076264745,-0.789179072309237,0,4,0
1,5,0,3,2.4916600969719016,-0.2046294076264745,-1.2243402924645201,2,0,0
0,28,2,2,-1.4618366750378604,-0.2046294076264745,-1.0383990702383843,2,4,1
1,20,0,3,-0.39139531077528944,-0.2046294076264745,-0.8863514187620591,1,0,1
1,34,1,2,2.520205200018904,-0.2046294076264745,-0.7880577542368872,0,4,2
1,22,0,0,0.3079597138762569,-0.2046294076264745,1.2830295551192452,0,4,1
1,30,2,2,-0.39139531077528944,-0.2046294076264745,-0.1712173469084954,2,3,2
1,41,2,2,-0.09167172878176957,-0.2046294076264745,0.34366522608393424,1,4,2
0,0,1,1,2.477387545448401,-0.2046294076264745,-0.5966433708017769,0,1,0
1,35,2,3,0.5791381928227749,-0.2046294076264745,-1.1591088324295677,2,0,2
1,37,1,0,2.0777561027903744,-0.2046294076264745,1.9991848731805784,0,3,2
1,40,0,1,1.7923050723203555,-0.2046294076264745,1.013281995224886,0,1,2
0,39,2,1,0.7361362595812854,-0.2046294076264745,0.9997235405468633,1,1,2
0,27,2,3,-0.6768463412453084,-0.2046294076264745,-1.016432012990362,1,0,1
0,22,1,0,0.13668909559424558,-0.2046294076264745,1.8102568906885044,0,4,1
1,5,1,3,0.03678123492973895,-0.2046294076264745,-1.155080298393895,1,0,0
1,42,2,0,-0.2914874501107828,-0.2046294076264745,0.9127302988835408,1,3,2
0,21,2,0,0.8217715687222911,-0.2046294076264745,1.2792319561556813,2,3,1
1,11,1,0,2.3632071332603934,-0.2046294076264745,0.049856797621100624,2,1,0
0,40,1,2,-0.9480248201918264,-0.2046294076264745,-1.0433539105077374,1,3,2
1,26,1,0,0.07959888950024178,-0.2046294076264745,0.4639336456928654,1,4,1
1,22,0,1,0.6505009504402797,-0.2046294076264745,-1.283146625604361,2,1,1
1,3,1,2,2.1205737573608774,-0.2046294076264745,0.14272348795171966,2,4,0
0,6,2,2,0.6076832958697769,-0.2046294076264745,-0.9759542267402095,0,3,0
1,15,1,1,-1.1906581960913425,-0.2046294076264745,-0.27105057858105824,2,1,1
1,11,0,3,-0.14876193487577336,-0.2046294076264745,-0.9051264401244912,2,0,0
1,15,1,1,-1.4618366750378604,-0.2046294076264745,0.4393185329513307,0,1,1
1,20,1,2,-0.33430510468128566,-0.2046294076264745,0.10342347056932134,1,3,1
1,6,2,2,-1.0907503354268357,-0.2046294076264745,0.05898129891463745,2,4,0
1,10,1,3,-1.1906581960913425,-0.2046294076264745,-1.080362538785769,2,0,0
1,6,2,3,-1.4332915719908585,-0.2046294076264745,-0.8486294577057365,2,0,0
1,32,1,3,-1.5046543296083634,-0.2046294076264745,-1.1099504534133764,1,0,2
1,12,0,1,-0.1915795894462762,-0.2046294076264745,-0.6886376397488744,0,1,0
1,3,0,3,0.6362283989167787,-0.2046294076264745,-1.114407500305073,0,0,0
1,31,2,2,-1.047932680856333,-0.2046294076264745,-1.0085879183744053,2,4,2
0,30,2,1,-0.9337522686683254,-0.2046294076264745,-1.1256514723715179,1,3,2
1,30,2,0,0.051053786453239894,-0.2046294076264745,2.3993799574733683,0,2,2
1,0,0,0,-0.534120826010299,-0.2046294076264745,1.7789343970748361,0,3,0
1,17,1,2,-0.2772148985872819,-0.2046294076264745,0.7113318224976004,2,4,1
0,41,1,3,1.1643128052863136,-0.2046294076264745,-0.8111179041595573,1,0,2
1,19,0,0,2.5630228545894065,-0.2046294076264745,0.5683778809718641,2,3,1
1,32,0,1,-0.14876193487577336,-0.2046294076264745,-0.48831172847561627,0,3,2
1,17,2,2,-0.8909346140978226,-0.2046294076264745,0.15723134237063321,0,4,1
1,23,0,2,-0.9622973717153274,-0.2046294076264745,-0.9621751007710609,0,3,1
0,30,0,1,1.7923050723203555,-0.2046294076264745,-0.9933923906296571,1,3,2
1,20,0,0,1.649579557085346,-0.2046294076264745,0.708160314173975,2,2,1
1,42,1,2,0.6505009504402797,-0.2046294076264745,0.1439192184361932,0,4,2
2,21,1,0,0.3079597138762569,-0.2046294076264745,1.2128201613077292,2,2,1
0,19,1,0,-0.26294234706378095,-0.2046294076264745,1.3380870422551894,0,2,1
0,41,2,3,-1.361928814373354,-0.2046294076264745,-1.236836445810843,2,0,2
1,17,1,1,0.1795067501647484,-0.2046294076264745,0.6089480412508599,0,2,1
0,20,1,0,0.16523419864124747,-0.2046294076264745,1.609343377953992,1,2,1
2,7,1,2,0.6505009504402797,-0.2046294076264745,0.5520251119213271,2,4,0
1,40,1,2,-0.6340286866748056,-0.2046294076264745,-0.6032429819735925,1,3,2
1,7,1,2,1.663852108608847,-0.2046294076264745,0.5951843109531852,0,3,0
1,20,0,3,-1.5046543296083634,-0.2046294076264745,-1.040859811728964,2,0,1
1,1,2,0,0.5934107443462758,-0.2046294076264745,0.21642513324256774,1,2,0
1,40,1,1,0.4506852291112664,-0.2046294076264745,0.5512040094427186,2,3,2
1,22,1,1,-0.2772148985872819,-0.2046294076264745,0.773386642318436,2,3,1
1,10,0,2,-0.8052993049568169,-0.2046294076264745,-0.8635478633639543,2,4,0
1,28,0,1,-0.16303448639927431,-0.2046294076264745,1.1666793339004236,0,1,1
1,15,0,1,0.33650481692325884,-0.2046294076264745,0.3228143550177701,0,2,1
1,18,0,0,1.349855975091826,-0.2046294076264745,1.1108058761763624,0,3,1
1,32,0,0,0.550593089775773,-0.2046294076264745,2.1599567384921183,2,4,2
2,12,0,0,0.3650499199702607,-0.2046294076264745,1.6389158969101256,0,2,0
1,25,0,2,-0.6768463412453084,-0.2046294076264745,-0.9555754895992453,0,3,1
1,21,0,1,0.7361362595812854,-0.2046294076264745,0.4087863504733236,1,3,1
1,1,0,3,1.1785853568098148,-0.2046294076264745,-1.204138605545506,1,0,0
0,19,2,1,0.5934107443462758,-0.2046294076264745,0.00705426497838812,0,1,1
1,29,0,0,0.8645892232927939,-0.2046294076264745,0.7267095323547896,0,4,1
1,5,1,0,-1.105022886950337,-0.2046294076264745,0.19503797962006242,2,2,0
0,25,2,2,-1.1763856445678416,-0.2046294076264745,-0.5231931881450027,0,4,1
1,8,0,2,0.16523419864124747,-0.2046294076264745,0.26745408634283907,0,4,0
1,41,2,1,-1.4903817780848623,-0.2046294076264745,0.8223474435507125,0,1,2
1,6,0,1,-0.791026753433316,-0.2046294076264745,-1.253040390037132,0,3,0
1,16,1,2,-0.006036419640763895,-0.2046294076264745,-0.6671144910283495,0,3,1
1,36,1,0,2.4631149939248997,-0.2046294076264745,1.276971358394262,2,2,2
1,4,0,3,0.80749901719879,-0.2046294076264745,-1.1888660994433882,0,0,0
1,23,0,0,-0.49130317143979607,-0.2046294076264745,-1.0244685534997424,1,2,1
1,4,0,3,-0.8195718564803178,-0.2046294076264745,-1.2169324085403241,0,0,0
1,28,0,0,0.564865641299274,-0.2046294076264745,2.151573795374575,0,2,1
1,31,1,0,0.06532633797674084,-0.2046294076264745,2.486724733635346,0,2,2
0,10,1,1,-1.2049307476148434,-0.2046294076264745,-0.5275681247888384,2,2,0
1,13,0,0,0.3079597138762569,-0.2046294076264745,2.522155305587302,1,2,0
1,38,0,0,-1.0051150262858302,-0.2046294076264745,2.3170182469784466,1,2,2
0,25,0,2,0.5934107443462758,-0.2046294076264745,0.4164174716338911,1,3,1
1,22,1,1,-1.5617445357023672,-0.2046294076264745,-0.4619646026932666,0,2,1
2,41,1,0,-1.5046543296083634,-0.2046294076264745,-1.099181181217377,0,3,2
0,13,2,2,0.7218637080577844,-0.2046294076264745,-0.9167014191276252,1,3,0
0,21,2,1,0.3507773684467598,-0.2046294076264745,0.43795345008064396,1,1,1
1,19,3,0,-0.49130317143979607,-0.2046294076264745,2.145566917554505,2,1,1
1,32,1,1,0.1509616471177465,-0.2046294076264745,-1.1287562661187562,0,1,2
1,26,0,3,2.3203894786898904,-0.2046294076264745,-0.9767342740948876,2,0,1
0,22,2,1,0.9930421870043024,-0.2046294076264745,0.5495977277189408,1,3,1
1,21,1,2,0.5220479867287712,-0.2046294076264745,-1.016011197970075,1,3,1
0,1,1,2,-0.9194797171448245,-0.2046294076264745,0.39369089459315565,1,4,0
1,30,1,3,-0.5483933775337999,-0.2046294076264745,0.9227990680274774,1,0,2
1,14,2,3,-0.6483012381983065,-0.2046294076264745,-1.0919477815698855,0,0,0
0,41,2,0,0.9359519809102986,-0.2046294076264745,-1.181358143654612,0,3,2
1,1,0,1,0.550593089775773,-0.2046294076264745,-0.5905210254456523,1,2,0
1,31,2,1,-0.020308971164264843,-0.2046294076264745,0.2736508441110873,0,3,2
1,37,1,2,0.33650481692325884,-0.2046294076264745,-0.4180227903614847,0,4,2
1,39,0,3,-1.5189268811318644,-0.2046294076264745,-1.1185540678220458,2,0,2
1,1,2,3,-0.776754201909815,-0.2046294076264745,-1.1193546427386891,2,0,0
0,18,1,0,-0.47703061991629514,-0.2046294076264745,0.8715622733623082,2,2,1
1,43,2,0,-1.5189268811318644,-0.2046294076264745,-0.9249509330923946,2,3,2
1,38,2,3,0.40786757454076356,-0.2046294076264745,-1.180865482167447,0,0,2
1,22,0,0,1.364128526615327,-0.2046294076264745,1.9334094327535478,0,3,1
0,32,1,1,-1.0764777839033348,-0.2046294076264745,-1.2522398151204888,2,3,2
1,4,0,3,0.49350288368176926,-0.2046294076264745,-1.031642936406584,1,0,0
1,20,0,1,0.5934107443462758,-0.2046294076264745,0.40996411934107746,1,3,1
0,39,2,3,-0.8338444080038188,-0.2046294076264745,-1.1942083974448345,1,0,2
1,34,1,2,-1.276293505232348,-0.2046294076264745,0.4826291227526823,0,4,2
1,21,1,1,0.6933186050107825,-0.2046294076264745,0.5023227525130576,0,2,1
1,13,0,1,0.5220479867287712,-0.2046294076264745,1.00886600345712,1,2,0
0,5,2,2,0.13668909559424558,-0.2046294076264745,0.0321440775903684,1,4,0
1,19,2,1,-1.3904739174203558,-0.2046294076264745,1.1620349730057948,0,2,1
0,42,2,1,-0.9480248201918264,-0.2046294076264745,0.2952176139007882,2,0,2
1,10,1,2,-1.4475641235143595,-0.2046294076264745,0.6021996052547964,1,4,0
1,37,2,2,-0.3057600016342838,-0.2046294076264745,-0.22570519419990506,2,3,2
1,38,0,1,1.8065776238438565,-0.2046294076264745,0.8186550483422198,2,2,2
1,12,2,3,1.2214030113803176,-0.2046294076264745,-1.2314376970139922,1,1,0
1,3,2,0,0.8645892232927939,-0.2046294076264745,0.03279069579227246,2,1,0
0,18,0,1,0.7789539141517882,-0.2046294076264745,-1.2290231425378342,0,3,1
1,27,1,0,0.12241654407074462,-0.2046294076264745,0.4489433935677695,0,2,1
1,10,2,2,-1.4190190204673576,-0.2046294076264745,-0.31707593845230914,2,4,0
1,14,1,2,1.906485484508363,-0.2046294076264745,-0.2737499529794836,0,4,0
1,33,0,2,-0.03458152268776579,-0.2046294076264745,-0.693756700513949,1,4,2
1,42,1,1,-0.9337522686683254,-0.2046294076264745,0.02525964649628545,0,3,2
1,39,0,1,0.46495778063476734,-0.2046294076264745,0.28338860631833473,2,2,2
1,30,2,3,-0.14876193487577336,-0.2046294076264745,0.22187263499908577,1,0,2
0,35,2,3,-0.7624816503863141,-0.2046294076264745,-0.8831414212597491,2,0,2
0,30,1,0,1.1214951507158109,-0.2046294076264745,0.8489280703504161,0,3,2
1,36,3,0,-0.9622973717153274,-0.2046294076264745,2.4372533092991846,1,3,2
1,36,0,0,-1.3048386082793502,-0.2046294076264745,0.8057278161946277,1,4,2
1,24,1,2,0.13668909559424558,-0.2046294076264745,-0.1600246937469636,1,4,1
0,27,1,0,-0.33430510468128566,-0.2046294076264745,1.7423748092147937,2,1,1
0,37,2,3,1.635307005561845,-0.2046294076264745,-1.1881399369388688,2,0,2
1,41,1,3,-1.4618366750378604,-0.2046294076264745,-1.1026785645872,1,0,2
1,4,0,3,-0.5626659290573008,-0.2046294076264745,-1.1637531933241971,1,0,0
1,29,2,3,0.09387144102374273,-0.2046294076264745,-1.1896076576193815,0,0,1
1,19,0,2,-0.4627580683927942,-0.2046294076264745,-0.5079514733858328,0,3,1
1,9,2,2,-0.8909346140978226,-0.2046294076264745,0.2003109970998763,0,4,0
1,20,0,3,-1.1763856445678416,-0.2046294076264745,1.1338865536609977,0,0,1
1,13,1,1,-0.6768463412453084,-0.2046294076264745,0.054806505999962354,1,2,0
1,31,0,1,-0.20585214096977716,-0.2046294076264745,-0.7987372183492888,0,1,2
1,37,0,2,-1.361928814373354,-0.2046294076264745,0.43983685389095223,1,3,2
1,28,1,3,-0.3771227592517885,-0.2046294076264745,-0.8928663537407683,0,1,1
1,42,0,2,-0.41994041382229136,-0.2046294076264745,-0.2679534826695569,2,4,2
0,13,1,1,2.377479684783894,-0.2046294076264745,0.7261706838532029,2,2,0
0,15,2,1,-0.17730703792277525,-0.2046294076264745,0.9568491614372724,0,2,1
1,31,2,3,0.7218637080577844,-0.2046294076264745,-0.8289717511788004,1,0,2
1,23,1,0,-0.534120826010299,-0.2046294076264745,1.9022049726211798,2,1,1
1,26,2,3,-0.5198482744867979,-0.2046294076264745,-0.09637642192857815,0,0,1
1,41,1,2,0.09387144102374273,-0.2046294076264745,-0.7217768225964634,0,4,2
1,8,1,0,-0.9194797171448245,-0.2046294076264745,1.8658557922712806,2,1,0
0,13,1,1,-1.5189268811318644,-0.2046294076264745,-0.14532952532511736,2,1,0
1,28,2,1,1.335583423568325,-0.2046294076264745,-0.7866182589540768,1,1,1
1,36,1,0,0.7218637080577844,-0.2046294076264745,1.256002453846798,0,4,2
1,10,2,3,0.4792303321582683,-0.2046294076264745,-1.249491687762396,0,1,0
1,9,1,0,0.3507773684467598,-0.2046294076264745,2.401697006030192,1,2,0
1,21,2,3,0.40786757454076356,-0.2046294076264745,-0.9186387077880921,0,0,1
1,20,1,0,0.8503166717692929,-0.2046294076264745,0.4853772501107751,2,2,1
1,38,1,3,-0.9765699232388283,-0.2046294076264745,-1.0669298154247835,0,0,2
1,15,0,1,0.27941461082925506,-0.2046294076264745,0.7008730296763248,1,2,1
1,7,0,3,-0.791026753433316,-0.2046294076264745,-1.2552291413316727,0,0,0
1,8,2,1,-1.347656262849853,-0.2046294076264745,0.3779000675514163,2,3,0
1,21,2,2,-1.276293505232348,-0.2046294076264745,-0.29986101179923325,1,4,1
1,33,1,3,0.40786757454076356,-0.2046294076264745,-1.0226467323753299,2,1,2
1,28,0,2,1.7780325207968544,-0.2046294076264745,-0.638101348135768,2,3,1
1,17,1,0,-0.9194797171448245,-0.2046294076264745,0.3453613158913098,1,2,1
0,20,1,0,2.3061169271663897,-0.2046294076264745,-0.8887788029644454,2,3,1
1,21,0,1,-0.6768463412453084,-0.2046294076264745,0.4684881985038968,2,1,1
1,40,0,1,0.8217715687222911,-0.2046294076264745,1.0059613534390424,0,2,2
1,20,1,0,-0.12021683182877146,-0.2046294076264745,2.373946308198471,0,1,1
1,20,1,0,-0.9194797171448245,-0.2046294076264745,1.2834195787965845,0,1,1
1,6,0,2,0.12241654407074462,-0.2046294076264745,0.576109073997012,0,4,0
1,18,2,1,-0.10594428030527052,-0.2046294076264745,-0.1733060263384558,1,3,1
1,23,1,3,-0.9480248201918264,-0.2046294076264745,-1.010299403853255,2,0,1
1,30,1,1,2.434569890877898,-0.2046294076264745,0.08070972325481418,2,0,2
1,41,2,1,-0.9908424747623292,-0.2046294076264745,-0.3747122005601331,2,1,2
1,1,1,1,0.051053786453239894,-0.2046294076264745,-0.7719949369991088,1,3,0
1,16,0,3,0.6647735019637806,-0.2046294076264745,-0.8494993131440124,0,0,1
1,11,0,1,-1.2334758506618453,-0.2046294076264745,-0.3986139805233768,1,1,0
1,10,1,2,0.6647735019637806,-0.2046294076264745,-0.3973720630244814,1,4,0
1,42,2,2,-1.276293505232348,-0.2046294076264745,0.42068207263216384,2,4,2
1,26,1,3,0.8217715687222911,-0.2046294076264745,-0.9413652848288273,1,0,1
