TransactionType,Location,Channel,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_binned,CustomerAge_binned,Target
0,9,1,2,61.00000000000001,1.0,4638.37,882.0008108170784,116.01371681225102,0
1,16,1,1,27.999999999999986,1.0,5630.61,297.6564675428116,80.34608031958322,1
1,18,1,3,51.0,1.0,930.3000000000002,589.828639179945,44.67844382691544,1
1,16,0,1,152.0,1.0,5499.91,297.6564675428116,80.34608031958322,1
1,9,1,2,227.0,1.0,4175.02,882.0008108170784,116.01371681225102,0
1,19,2,1,226.0,1.0,6651.62,297.6564675428116,80.34608031958322,1
0,30,1,1,104.0,1.0,8458.29,297.6564675428116,98.17989856591713,2
1,5,2,0,124.0,1.0,13988.12,589.828639179945,80.34608031958322,0
0,26,1,1,186.0,1.0,2585.07,882.0008108170784,80.34608031958322,1
1,16,1,2,225.0,1.0,3014.75,882.0008108170784,98.17989856591713,1
1,0,1,3,128.0,1.0,1951.42,297.6564675428116,44.67844382691544,0
0,2,2,1,16.0,1.0,3665.77,589.828639179945,98.17989856591713,0
0,16,3,1,103.0,1.0,977.0100000000002,882.0008108170784,62.51226207324933,1
1,1,0,1,220.0,1.0,3846.28,882.0008108170784,80.34608031958322,0
1,9,2,1,135.0,1.0,6374.82,882.0008108170784,62.51226207324933,0
1,4,0,2,55.0,1.0,5866.01,589.828639179945,98.17989856591713,0
0,17,2,3,280.0,1.0,6537.62,882.0008108170784,44.67844382691544,1
1,16,1,3,24.0,1.0,605.9499999999998,297.6564675428116,44.67844382691544,1
1,43,0,1,51.0,1.0,6689.87,882.0008108170784,62.51226207324933,2
1,25,1,0,69.0,1.0,14676.05,589.828639179945,80.34608031958322,1
1,24,1,3,77.0,1.0,1362.3900000000003,882.0008108170784,44.67844382691544,1
1,39,2,0,67.0,1.0,10528.34,882.0008108170784,80.34608031958322,2
1,10,0,1,102.0,1.0,552.5200000000004,882.0008108170784,80.34608031958322,0
0,31,3,1,80.0,1.0,6451.96,297.6564675428116,98.17989856591713,2
1,11,0,2,87.0,1.0,4715.84,297.6564675428116,116.01371681225102,0
1,10,2,0,170.0,1.0,7176.86,882.0008108170784,80.34608031958322,0
1,36,2,0,157.0,1.0,1523.7200000000003,882.0008108170784,62.51226207324933,2
0,2,2,1,30.0,1.0,8654.28,297.6564675428116,98.17989856591713,0
1,23,1,0,69.0,1.0,9869.93,589.828639179945,116.01371681225102,1
2,42,0,0,115.0,1.0,10556.81,297.6564675428116,80.34608031958322,2
0,36,2,0,179.0,1.0,12883.91,589.828639179945,98.17989856591713,2
1,18,2,3,100.0,1.0,791.6499999999996,297.6564675428116,44.67844382691544,1
0,25,2,2,34.0,1.0,4064.02,297.6564675428116,98.17989856591713,1
1,18,0,1,55.0,1.0,2929.91,882.0008108170784,98.17989856591713,1
1,15,1,3,135.0,1.0,618.0500000000002,882.0008108170784,44.67844382691544,1
1,35,0,1,72.0,1.0,1143.5199999999995,297.6564675428116,62.51226207324933,2
0,23,1,1,127.0,1.0,7708.41,297.6564675428116,80.34608031958322,1
0,37,1,3,185.0,1.0,1872.96,297.6564675428116,62.51226207324933,2
1,21,0,1,78.0,1.0,201.03999999999996,589.828639179945,98.17989856591713,1
1,5,1,2,133.0,1.0,2115.8,882.0008108170784,116.01371681225102,0
1,35,1,0,175.0,1.0,7643.66,589.828639179945,62.51226207324933,2
1,13,1,1,24.0,1.0,8901.93,297.6564675428116,62.51226207324933,0
0,12,2,3,167.0,1.0,9383.43,589.828639179945,44.67844382691544,0
2,13,1,0,164.0,1.0,1181.3100000000004,589.828639179945,98.17989856591713,0
1,41,1,1,146.0,1.0,9418.86,882.0008108170784,62.51226207324933,2
1,19,0,1,235.0,1.0,7954.92,882.0008108170784,62.51226207324933,1
1,7,2,1,51.0,1.0,9418.08,882.0008108170784,80.34608031958322,0
1,39,2,2,80.0,1.0,6144.68,589.828639179945,98.17989856591713,2
1,34,1,3,17.0,1.0,420.64999999999964,297.6564675428116,62.51226207324933,2
1,20,2,3,35.0,1.0,447.8199999999997,297.6564675428116,44.67844382691544,1
1,35,0,2,147.0,1.0,7981.45,882.0008108170784,116.01371681225102,2
1,8,0,2,73.0,1.0,1829.9,297.6564675428116,98.17989856591713,0
2,27,0,3,180.0,1.0,985.0599999999995,882.0008108170784,44.67844382691544,1
0,9,2,1,174.0,1.0,8849.26,882.0008108170784,80.34608031958322,0
0,9,0,2,282.0,1.0,3528.72,882.0008108170784,116.01371681225102,0
1,14,2,1,104.0,1.0,480.15999999999985,882.0008108170784,80.34608031958322,0
1,36,2,0,107.0,1.0,12145.27,589.828639179945,80.34608031958322,2
0,2,2,0,47.0,1.0,13546.75,882.0008108170784,116.01371681225102,0
0,28,0,1,122.0,1.0,5688.37,589.828639179945,80.34608031958322,1
1,4,2,1,62.0,1.0,8346.64,297.6564675428116,44.67844382691544,0
1,14,1,1,167.0,1.0,6481.04,589.828639179945,80.34608031958322,0
1,15,0,2,121.0,1.0,1651.33,589.828639179945,116.01371681225102,1
0,11,2,0,165.0,1.0,11174.94,589.828639179945,80.34608031958322,0
1,11,2,3,91.0,1.0,145.5,882.0008108170784,62.51226207324933,0
1,32,2,1,61.00000000000001,1.0,4172.57,297.6564675428116,80.34608031958322,2
1,42,0,2,41.0,1.0,5558.36,589.828639179945,98.17989856591713,2
0,11,2,0,247.0,1.0,11151.53,882.0008108170784,116.01371681225102,0
1,30,1,0,158.0,1.0,1415.52,297.6564675428116,98.17989856591713,2
1,40,2,3,80.0,1.0,1103.6400000000003,297.6564675428116,44.67844382691544,2
1,23,2,3,108.0,1.0,303.6800000000003,589.828639179945,44.67844382691544,1
1,35,1,0,144.0,1.0,5541.57,297.6564675428116,98.17989856591713,2
1,28,1,1,105.0,1.0,6309.8,882.0008108170784,62.51226207324933,1
0,35,1,2,40.0,1.0,5133.61,882.0008108170784,116.01371681225102,2
1,21,2,1,273.0,1.0,9344.98,882.0008108170784,80.34608031958322,1
0,20,1,3,254.0,1.0,1117.9699999999998,589.828639179945,44.67844382691544,1
1,0,0,0,75.0,1.0,11835.35,297.6564675428116,98.17989856591713,0
1,25,0,0,124.0,1.0,14401.17,589.828639179945,80.34608031958322,1
1,28,2,3,68.0,1.0,1748.69,297.6564675428116,44.67844382691544,1
1,35,1,3,18.0,1.0,1000.46,297.6564675428116,44.67844382691544,2
1,39,2,0,118.0,1.0,6810.05,297.6564675428116,116.01371681225102,2
1,6,2,3,120.0,1.0,263.97999999999956,882.0008108170784,44.67844382691544,0
1,6,2,0,246.0,1.0,5442.76,589.828639179945,62.51226207324933,0
1,11,0,2,21.0,1.0,2037.85,297.6564675428116,116.01371681225102,0
1,5,0,3,294.0,1.0,341.9399999999996,882.0008108170784,44.67844382691544,0
0,28,2,2,17.0,1.0,1066.5900000000001,882.0008108170784,116.01371681225102,1
1,20,0,3,92.0,1.0,1659.15,589.828639179945,44.67844382691544,1
1,34,1,2,296.0,1.0,2042.2200000000003,297.6564675428116,116.01371681225102,2
1,22,0,0,141.0,1.0,10113.66,297.6564675428116,116.01371681225102,1
1,30,2,2,92.0,1.0,4446.17,882.0008108170784,98.17989856591713,2
1,41,2,2,113.0,1.0,6452.77,589.828639179945,116.01371681225102,2
0,0,1,1,293.0,1.0,2788.2,297.6564675428116,62.51226207324933,0
1,35,2,3,160.0,1.0,596.1599999999999,882.0008108170784,44.67844382691544,2
1,37,1,0,265.0,1.0,12904.66,297.6564675428116,98.17989856591713,2
1,40,0,1,245.0,1.0,9062.4,297.6564675428116,62.51226207324933,2
0,39,2,1,171.0,1.0,9009.56,589.828639179945,62.51226207324933,2
0,27,2,3,72.0,1.0,1152.1999999999998,589.828639179945,44.67844382691544,1
0,22,1,0,129.0,1.0,12168.37,297.6564675428116,116.01371681225102,1
1,5,1,3,122.0,1.0,611.8599999999997,589.828639179945,44.67844382691544,0
1,42,2,0,99.0,1.0,8670.53,589.828639179945,98.17989856591713,2
0,21,2,0,177.0,1.0,10098.86,882.0008108170784,98.17989856591713,1
1,11,1,0,285.0,1.0,5307.74,882.0008108170784,62.51226207324933,0
0,40,1,2,53.0,1.0,1047.2799999999997,589.828639179945,98.17989856591713,2
1,26,1,0,125.0,1.0,6921.48,589.828639179945,116.01371681225102,1
1,22,0,1,165.0,1.0,112.76000000000022,882.0008108170784,62.51226207324933,1
1,3,1,2,268.0,1.0,5669.66,882.0008108170784,116.01371681225102,0
0,6,2,2,162.0,1.0,1309.9499999999998,297.6564675428116,98.17989856591713,0
1,15,1,1,36.0,1.0,4057.1,882.0008108170784,62.51226207324933,1
1,11,0,3,109.0,1.0,1585.98,882.0008108170784,44.67844382691544,0
1,15,1,1,17.0,1.0,6825.55,297.6564675428116,62.51226207324933,1
1,20,1,2,96.0,1.0,5516.5,589.828639179945,98.17989856591713,1
1,6,2,2,43.000000000000014,1.0,5343.3,882.0008108170784,116.01371681225102,0
1,10,1,3,36.0,1.0,903.0500000000002,882.0008108170784,44.67844382691544,0
1,6,2,3,19.0,1.0,1806.1599999999999,882.0008108170784,44.67844382691544,0
1,32,1,3,13.999999999999986,1.0,787.7399999999998,589.828639179945,44.67844382691544,2
1,12,0,1,106.0,1.0,2429.68,297.6564675428116,62.51226207324933,0
1,3,0,3,164.0,1.0,770.3699999999999,297.6564675428116,44.67844382691544,0
1,31,2,2,46.0,1.0,1182.7699999999995,882.0008108170784,116.01371681225102,2
0,30,2,1,54.0,1.0,726.5500000000002,589.828639179945,98.17989856591713,2
1,30,2,0,123.0,1.0,14464.3,297.6564675428116,80.34608031958322,2
1,0,0,0,82.0,1.0,12046.3,297.6564675428116,98.17989856591713,0
1,17,1,2,100.0,1.0,7885.64,882.0008108170784,116.01371681225102,1
0,41,1,3,201.0,1.0,1952.35,589.828639179945,44.67844382691544,2
1,19,0,0,299.0,1.0,7328.52,882.0008108170784,98.17989856591713,1
1,32,0,1,109.0,1.0,3210.39,297.6564675428116,98.17989856591713,2
1,17,2,2,57.0,1.0,5726.2,297.6564675428116,116.01371681225102,1
1,23,0,2,52.0,1.0,1363.65,297.6564675428116,98.17989856591713,1
0,30,0,1,245.0,1.0,1241.9899999999998,589.828639179945,98.17989856591713,2
1,20,0,0,235.0,1.0,7873.28,882.0008108170784,80.34608031958322,1
1,42,1,2,165.0,1.0,5674.32,297.6564675428116,116.01371681225102,2
2,21,1,0,141.0,1.0,9840.04,882.0008108170784,80.34608031958322,1
0,19,1,0,101.0,1.0,10328.23,297.6564675428116,80.34608031958322,1
0,41,2,3,24.0,1.0,293.2399999999998,882.0008108170784,44.67844382691544,2
1,17,1,1,132.0,1.0,7486.63,297.6564675428116,80.34608031958322,1
0,20,1,0,131.0,1.0,11385.37,589.828639179945,80.34608031958322,1
2,7,1,2,165.0,1.0,7264.79,882.0008108170784,116.01371681225102,0
1,40,1,2,75.0,1.0,2762.48,589.828639179945,98.17989856591713,2
1,7,1,2,236.0,1.0,7432.99,297.6564675428116,98.17989856591713,0
1,20,0,3,13.999999999999986,1.0,1057.0000000000005,882.0008108170784,44.67844382691544,1
1,1,2,0,161.0,1.0,5956.89,589.828639179945,80.34608031958322,0
1,40,1,1,151.0,1.0,7261.59,882.0008108170784,98.17989856591713,2
1,22,1,1,100.0,1.0,8127.48,882.0008108170784,98.17989856591713,1
1,10,0,2,63.0,1.0,1748.02,882.0008108170784,116.01371681225102,0
1,28,0,1,108.0,1.0,9660.22,297.6564675428116,62.51226207324933,1
1,15,0,1,143.0,1.0,6371.51,297.6564675428116,80.34608031958322,1
1,18,0,0,214.0,1.0,9442.47,297.6564675428116,98.17989856591713,1
1,32,0,0,158.0,1.0,13531.22,882.0008108170784,116.01371681225102,2
2,12,0,0,145.0,1.0,11500.62,297.6564675428116,80.34608031958322,0
1,25,0,2,72.0,1.0,1389.37,297.6564675428116,98.17989856591713,1
1,21,0,1,171.0,1.0,6706.56,589.828639179945,98.17989856591713,1
1,1,0,3,202.0,1.0,420.6700000000001,589.828639179945,44.67844382691544,0
0,19,2,1,161.0,1.0,5140.93,297.6564675428116,62.51226207324933,1
1,29,0,0,180.0,1.0,7945.57,297.6564675428116,116.01371681225102,1
1,5,1,0,42.0,1.0,5873.54,882.0008108170784,80.34608031958322,0
0,25,2,2,37.0,1.0,3074.45,297.6564675428116,116.01371681225102,1
1,8,0,2,131.0,1.0,6155.76,297.6564675428116,116.01371681225102,0
1,41,2,1,15.0,1.0,8318.29,297.6564675428116,62.51226207324933,2
1,6,0,1,64.0,1.0,230.09000000000015,297.6564675428116,98.17989856591713,0
1,16,1,2,119.0,1.0,2513.56,297.6564675428116,98.17989856591713,1
1,36,1,0,292.0,1.0,10090.05,882.0008108170784,80.34608031958322,2
1,4,0,3,176.0,1.0,480.1899999999996,297.6564675428116,44.67844382691544,0
1,23,0,0,85.0,1.0,1120.8799999999997,589.828639179945,80.34608031958322,1
1,4,0,3,62.0,1.0,370.8100000000004,297.6564675428116,44.67844382691544,0
1,28,0,0,159.0,1.0,13498.55,297.6564675428116,80.34608031958322,1
1,31,1,0,124.0,1.0,14804.7,297.6564675428116,80.34608031958322,2
0,10,1,1,35.0,1.0,3057.4,882.0008108170784,80.34608031958322,0
1,13,0,0,141.0,1.0,14942.78,589.828639179945,80.34608031958322,0
1,38,0,0,49.0,1.0,14143.32,589.828639179945,80.34608031958322,2
0,25,0,2,161.0,1.0,6736.3,589.828639179945,98.17989856591713,1
1,22,1,1,10.0,1.0,3313.07,297.6564675428116,80.34608031958322,1
2,41,1,0,13.999999999999986,1.0,829.71,297.6564675428116,98.17989856591713,2
0,13,2,2,170.0,1.0,1540.87,589.828639179945,98.17989856591713,0
0,21,2,1,144.0,1.0,6820.23,589.828639179945,62.51226207324933,1
1,19,3,0,85.0,1.0,13475.14,882.0008108170784,62.51226207324933,1
1,32,1,1,130.0,1.0,714.4499999999998,297.6564675428116,62.51226207324933,2
1,26,0,3,282.0,1.0,1306.9099999999999,882.0008108170784,44.67844382691544,1
0,22,2,1,189.0,1.0,7255.33,589.828639179945,98.17989856591713,1
1,21,1,2,156.0,1.0,1153.8400000000001,589.828639179945,98.17989856591713,1
0,1,1,2,55.0,1.0,6647.73,589.828639179945,116.01371681225102,0
1,30,1,3,81.0,1.0,8709.77,589.828639179945,44.67844382691544,2
1,14,2,3,74.0,1.0,857.8999999999996,297.6564675428116,44.67844382691544,0
0,41,2,0,185.0,1.0,509.4499999999998,297.6564675428116,98.17989856591713,2
1,1,0,1,158.0,1.0,2812.06,589.828639179945,80.34608031958322,0
1,31,2,1,118.0,1.0,6179.91,297.6564675428116,98.17989856591713,2
1,37,1,2,143.0,1.0,3484.32,297.6564675428116,116.01371681225102,2
1,39,0,3,13.0,1.0,754.21,882.0008108170784,44.67844382691544,2
1,1,2,3,65.0,1.0,751.0900000000001,882.0008108170784,44.67844382691544,0
0,18,1,0,86.0,1.0,8510.09,882.0008108170784,80.34608031958322,1
1,43,2,0,13.0,1.0,1508.7200000000003,882.0008108170784,98.17989856591713,2
1,38,2,3,148.0,1.0,511.3699999999999,297.6564675428116,44.67844382691544,2
1,22,0,0,215.0,1.0,12648.32,297.6564675428116,98.17989856591713,1
0,32,1,1,44.0,1.0,233.21000000000004,882.0008108170784,98.17989856591713,2
1,4,0,3,154.0,1.0,1092.9199999999996,589.828639179945,44.67844382691544,0
1,20,0,1,161.0,1.0,6711.15,589.828639179945,98.17989856591713,1
0,39,2,3,61.00000000000001,1.0,459.3699999999999,589.828639179945,44.67844382691544,2
1,34,1,2,30.0,1.0,6994.34,297.6564675428116,116.01371681225102,2
1,21,1,1,168.0,1.0,7071.09,297.6564675428116,80.34608031958322,1
1,13,0,1,156.0,1.0,9045.19,589.828639179945,80.34608031958322,0
0,5,2,2,129.0,1.0,5238.71,589.828639179945,116.01371681225102,0
1,19,2,1,22.0,1.0,9642.12,297.6564675428116,80.34608031958322,1
0,42,2,1,53.0,1.0,6263.96,882.0008108170784,44.67844382691544,2
1,10,1,2,18.0,1.0,7460.33,589.828639179945,116.01371681225102,0
1,37,2,2,98.0,1.0,4233.82,882.0008108170784,98.17989856591713,2
1,38,0,1,246.0,1.0,8303.9,882.0008108170784,80.34608031958322,2
1,12,2,3,205.0,1.0,314.27999999999975,589.828639179945,62.51226207324933,0
1,3,2,0,180.0,1.0,5241.23,882.0008108170784,62.51226207324933,0
0,18,0,1,174.0,1.0,323.6899999999996,297.6564675428116,98.17989856591713,1
1,27,1,0,128.0,1.0,6863.06,297.6564675428116,80.34608031958322,1
1,10,2,2,20.0,1.0,3877.73,882.0008108170784,116.01371681225102,0
1,14,1,2,253.0,1.0,4046.58,297.6564675428116,116.01371681225102,0
1,33,0,2,117.0,1.0,2409.73,589.828639179945,116.01371681225102,2
1,42,1,1,54.0,1.0,5211.88,297.6564675428116,98.17989856591713,2
1,39,0,1,152.0,1.0,6217.86,882.0008108170784,80.34608031958322,2
1,30,2,3,109.0,1.0,5978.12,589.828639179945,44.67844382691544,2
0,35,2,3,66.0,1.0,1671.6599999999999,882.0008108170784,44.67844382691544,2
0,30,1,0,198.0,1.0,8421.88,297.6564675428116,98.17989856591713,2
1,36,3,0,52.0,1.0,14611.9,589.828639179945,98.17989856591713,2
1,36,0,0,27.999999999999986,1.0,8253.52,589.828639179945,116.01371681225102,2
1,24,1,2,129.0,1.0,4489.79,589.828639179945,116.01371681225102,1
0,27,1,0,96.0,1.0,11903.82,882.0008108170784,62.51226207324933,1
0,37,2,3,234.0,1.0,483.02000000000044,882.0008108170784,44.67844382691544,2
1,41,1,3,17.0,1.0,816.0799999999999,589.828639179945,44.67844382691544,2
1,4,0,3,80.0,1.0,578.0599999999995,589.828639179945,44.67844382691544,0
1,29,2,3,126.0,1.0,477.3000000000002,297.6564675428116,44.67844382691544,1
1,19,0,2,87.0,1.0,3133.85,297.6564675428116,98.17989856591713,1
1,9,2,2,57.0,1.0,5894.09,297.6564675428116,116.01371681225102,0
1,20,0,3,37.0,1.0,9532.42,297.6564675428116,44.67844382691544,1
1,13,1,1,72.0,1.0,5327.03,589.828639179945,80.34608031958322,0
1,31,0,1,105.0,1.0,2000.6,297.6564675428116,62.51226207324933,2
1,37,0,2,24.0,1.0,6827.57,589.828639179945,98.17989856591713,2
1,28,1,3,93.0,1.0,1633.7600000000002,297.6564675428116,62.51226207324933,1
1,42,0,2,90.0,1.0,4069.17,882.0008108170784,116.01371681225102,2
0,13,1,1,286.0,1.0,7943.47,882.0008108170784,80.34608031958322,0
0,15,2,1,107.0,1.0,8842.47,297.6564675428116,80.34608031958322,1
1,31,2,3,170.0,1.0,1882.77,589.828639179945,44.67844382691544,2
1,23,1,0,82.0,1.0,12526.71,882.0008108170784,62.51226207324933,1
1,26,2,3,83.0,1.0,4737.84,297.6564675428116,44.67844382691544,1
1,41,1,2,126.0,1.0,2300.53,297.6564675428116,116.01371681225102,2
1,8,1,0,55.0,1.0,12385.05,882.0008108170784,62.51226207324933,0
0,13,1,1,13.0,1.0,4547.06,882.0008108170784,62.51226207324933,0
1,28,2,1,213.0,1.0,2047.83,589.828639179945,62.51226207324933,1
1,36,1,0,170.0,1.0,10008.33,297.6564675428116,116.01371681225102,2
1,10,2,3,153.0,1.0,243.92000000000007,297.6564675428116,62.51226207324933,0
1,9,1,0,144.0,1.0,14473.33,589.828639179945,80.34608031958322,0
1,21,2,3,148.0,1.0,1533.3199999999997,297.6564675428116,44.67844382691544,1
1,20,1,0,179.0,1.0,7005.05,882.0008108170784,80.34608031958322,1
1,38,1,3,51.0,1.0,955.3999999999996,297.6564675428116,44.67844382691544,2
1,15,0,1,139.0,1.0,7844.88,589.828639179945,80.34608031958322,1
1,7,0,3,64.0,1.0,221.5600000000004,297.6564675428116,44.67844382691544,0
1,8,2,1,25.0,1.0,6586.19,882.0008108170784,98.17989856591713,0
1,21,2,2,30.0,1.0,3944.82,589.828639179945,116.01371681225102,1
1,33,1,3,148.0,1.0,1127.9799999999996,882.0008108170784,62.51226207324933,2
1,28,0,2,244.0,1.0,2626.63,882.0008108170784,98.17989856591713,1
1,17,1,0,55.0,1.0,6459.38,589.828639179945,80.34608031958322,1
0,20,1,0,281.0,1.0,1649.69,882.0008108170784,98.17989856591713,1
1,21,0,1,72.0,1.0,6939.23,882.0008108170784,62.51226207324933,1
1,40,0,1,177.0,1.0,9033.87,297.6564675428116,80.34608031958322,2
1,20,1,0,111.0,1.0,14365.18,297.6564675428116,62.51226207324933,1
1,20,1,0,55.0,1.0,10115.18,297.6564675428116,62.51226207324933,1
1,6,0,2,128.0,1.0,7358.65,297.6564675428116,116.01371681225102,0
1,18,2,1,112.0,1.0,4438.03,589.828639179945,98.17989856591713,1
1,23,1,3,53.0,1.0,1176.0999999999995,882.0008108170784,44.67844382691544,1
1,30,1,1,290.0,1.0,5427.98,882.0008108170784,44.67844382691544,2
1,41,2,1,50.0,1.0,3653.11,882.0008108170784,62.51226207324933,2
1,1,1,1,123.0,1.0,2104.82,589.828639179945,98.17989856591713,0
1,16,0,3,166.0,1.0,1802.77,297.6564675428116,44.67844382691544,1
1,11,0,1,33.0,1.0,3559.96,589.828639179945,62.51226207324933,0
1,10,1,2,166.0,1.0,3564.8,589.828639179945,116.01371681225102,0
1,42,2,2,30.0,1.0,6752.92,882.0008108170784,116.01371681225102,2
1,26,1,3,177.0,1.0,1444.75,589.828639179945,44.67844382691544,1
1,1,1,0,164.0,1.0,10788.89,589.828639179945,98.17989856591713,0
1,35,2,1,238.0,1.0,2235.7,297.6564675428116,98.17989856591713,2
1,36,0,0,283.0,1.0,12893.63,589.828639179945,116.01371681225102,2
1,20,1,1,44.0,1.0,2798.15,589.828639179945,62.51226207324933,1
1,35,2,1,62.0,1.0,3583.67,297.6564675428116,80.34608031958322,2
1,15,0,1,155.0,1.0,2120.8,297.6564675428116,80.34608031958322,1
1,15,0,2,228.0,1.0,3085.38,589.828639179945,116.01371681225102,1
1,38,1,1,259.0,1.0,6797.71,882.0008108170784,80.34608031958322,2
1,22,0,3,18.0,1.0,746.4700000000003,882.0008108170784,62.51226207324933,1
1,26,1,2,39.0,1.0,5427.81,882.0008108170784,116.01371681225102,1
1,24,0,1,144.0,1.0,7467.3,589.828639179945,98.17989856591713,1
1,14,2,1,136.0,1.0,6362.16,882.0008108170784,80.34608031958322,0
1,4,2,3,31.0,1.0,1305.7600000000002,882.0008108170784,62.51226207324933,0
1,7,0,0,137.0,1.0,13648.36,297.6564675428116,62.51226207324933,0
1,5,2,0,65.0,1.0,1337.5,882.0008108170784,80.34608031958322,0
1,23,0,1,128.0,1.0,2015.69,297.6564675428116,80.34608031958322,1
1,7,2,0,123.0,1.0,8354.54,882.0008108170784,116.01371681225102,0
0,37,1,3,178.0,1.0,1671.5100000000002,297.6564675428116,44.67844382691544,2
1,29,0,0,227.0,1.0,11822.53,882.0008108170784,116.01371681225102,1
1,6,0,3,146.0,1.0,587.1099999999997,297.6564675428116,44.67844382691544,0
1,2,1,2,165.0,1.0,5422.53,297.6564675428116,98.17989856591713,0
1,31,2,2,231.0,1.0,1913.73,297.6564675428116,98.17989856591713,2
1,7,0,2,134.0,1.0,4693.6,297.6564675428116,116.01371681225102,0
2,33,0,1,137.0,1.0,464.1999999999998,589.828639179945,62.51226207324933,2
1,10,0,2,76.0,1.0,4363.74,297.6564675428116,116.01371681225102,0
